,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202
K2,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,D,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
K3,T,T,D,T,T,D,T,T,D,T,D,T,D,T,D,T,D,T,T,T,T,T,D,D,D,D,T,T,T,T,D,D,D,T,D,T,D,T,D,T,T,D,D,T,T,T,T,T,T,D,T,D,D,T,D,D,D,T,T,D,T,T,T,D,T,T,T,D,T,T,T,D,D,T,T,T,T,T,T,T,T,D,T,T,T,D,D,T,D,T,T,T,D,T,T,T,D,D,D,T,T,D,D,T,D,T,D,T,T,T,D,D,T,T,T,D,D,D,T,T,D,D,D,T,D,T,T,D,T,T,T,D,D,T,T,D,T,T,D,T,D,T,T,D,T,T,T,T,D,T,T,D,T,D,T,D,T,T,D,D,D,T,D,T,T,T,T,T,D,D,T,T,T,D,T,T,T,D,D,T,T,D,D,T,T,T,D,T,T,D,T,D,T,T,D,T,T,D,T,D,T,T
K4,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,T,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
K5,2.6735,2.636,2.5856,2.4505,2.3453,2.5283,2.4136,2.4233,2.5866,2.5756,2.6567,2.416,1.9458,2.6413,2.4835,2.0274,2.7719,2.6953,2.6102,2.4428,2.547,2.3759,2.3578,2.1043,2.3637,2.4722,2.43,2.4506,2.4012,2.8073,2.6049,2.3939,2.1712,2.6107,2.5884,2.2985,2.5906,2.9084,2.2439,2.4537,2.4881,2.4088,2.7575,2.4408,2.8189,2.6209,2.4441,2.5654,3.007,2.8603,2.4651,2.7288,2.6227,2.3184,2.2012,2.5333,2.4589,2.3875,2.5053,2.4358,2.5601,2.9057,2.598,2.3759,2.3617,2.3158,2.6703,2.2097,2.5188,2.5771,2.2439,2.9383,2.4465,2.3897,2.538,2.6197,2.6094,2.5165,2.448,2.6944,2.7246,2.5387,2.4657,2.914,2.4408,2.3626,2.159,2.4826,2.3442,2.4381,2.0344,2.5067,2.2086,2.3804,2.7881,2.3902,2.2819,3.0611,2.8507,2.4289,2.6021,2.2751,2.6652,2.2551,2.3554,2.3122,2.481,2.3173,2.3773,2.4746,2.3857,2.6302,2.5119,2.3763,2.1507,2.2712,2.1345,2.6309,2.5984,2.2792,2.7095,2.6726,2.7141,2.4698,2.5994,2.6042,2.4364,2.4097,2.4792,2.4908,2.4631,2.1308,2.5156,2.1372,2.1821,2.3896,2.6469,2.2653,2.1549,2.1644,2.845,2.4557,2.4606,2.0174,2.0828,2.2908,2.4937,2.2894,2.3974,2.5483,2.3241,2.3533,2.5133,2.7927,2.2101,2.5203,2.6538,2.241,2.1229,2.476,2.8952,2.3424,2.3204,2.5173,2.4293,2.2716,2.5701,2.7985,2.1764,2.6265,2.6071,2.3091,2.4314,2.4417,2.3291,2.458,2.1817,2.0558,2.3324,2.5558,2.5321,2.1751,2.7433,2.3498,2.1754,2.4357,2.5689,2.2577,2.4146,2.3801,2.191,2.4171,2.2066,3.0537,3.4894,2.7973,2.6856,3.0186,2.9389,2.6042,,3.8231
K6,3.8408,3.6149,3.6398,3.4885,3.4976,3.5857,3.5832,3.4996,3.9442,3.7851,3.6555,3.6476,3.528,4.0254,3.5201,3.0868,3.6855,3.5828,3.5643,3.7479,3.7028,3.5485,3.583,3.3712,3.6597,3.4205,3.66,3.7806,4.0066,4.0233,3.463,3.5513,3.5149,3.7559,3.7236,3.3583,3.7153,3.8687,3.1881,3.4198,4.0444,3.6141,3.5898,3.578,3.5564,3.4294,3.6312,3.5354,4.3017,3.7441,3.4214,3.8332,3.3912,3.6757,3.3207,3.726,3.2607,3.4168,3.5293,3.7775,3.6694,3.8381,3.9545,3.5037,3.5328,3.0184,4.0405,3.3888,3.344,3.5849,3.2682,3.7771,3.6026,3.5352,3.748,3.8258,3.6646,3.7636,3.7599,3.8163,3.6022,3.7094,3.7159,4.1187,3.6431,3.7504,3.2689,3.7131,3.6745,3.6136,3.2081,3.7517,3.2468,3.7718,3.8813,3.5071,3.0612,3.8844,3.8014,3.4359,3.7437,3.4111,3.832,3.5131,3.7418,3.8926,3.8593,3.5571,3.5175,3.5688,3.7558,3.8494,3.6545,3.3106,3.2724,3.4063,3.2545,4.171,4.1887,3.1956,3.8521,4.0096,3.8076,3.4823,3.6181,4.1624,4.0488,3.8557,3.6788,3.5614,3.7944,3.0113,3.4903,3.4646,3.167,3.5845,3.8098,3.2169,3.1781,3.422,4.2354,3.7205,3.3831,3.2685,3.4342,3.3283,3.7078,3.3491,3.5166,4.1473,3.5551,3.5571,3.8125,3.8204,3.8001,3.653,4.0894,3.6656,3.3653,3.3732,3.9286,3.6509,3.6127,3.8854,3.5798,3.7784,3.8943,3.8564,3.6173,3.725,3.5576,3.2082,3.6288,3.5456,3.9455,3.6769,3.212,3.0249,3.6518,3.8141,3.5813,3.2443,3.86,3.6573,3.4379,3.6953,3.4961,3.3728,3.8011,3.8646,3.3377,3.7066,3.2507,3.8422,3.7757,3.3636,3.5125,3.8458,3.6717,3.4602,3.424,4.4235
K7,3.7421,3.3228,2.8696,3.2707,3.1555,3.6912,3.8727,3.2821,3.2411,2.705,2.7661,4.0918,3.8923,4.1237,4.0869,3.8585,3.6048,3.7781,3.9825,3.6671,3.5604,3.3447,3.5856,5.1424,3.4878,3.4986,3.2739,3.7406,4.0653,2.98,4.0939,3.8792,3.584,3.7563,4.0096,3.5303,3.819,4.6013,3.3593,3.0735,4.5688,3.6437,3.2453,3.7848,4.1099,3.5678,3.2757,3.6672,3.6531,4.1296,3.6559,3.6384,3.607,3.5173,3.2483,3.6415,3.127,3.9743,3.9863,3.0393,3.4055,4.065,4.1088,3.994,4.2094,3.6931,3.5985,4.6039,3.6489,2.9437,3.579,3.4919,4.3867,3.9835,4.1367,3.1846,3.7848,3.8771,3.9761,4.5244,4.1368,4.3356,4.3056,4.1415,3.6996,3.4334,3.9802,4.3425,4.0037,4.4546,4.3298,3.8088,3.7782,4.6141,4.2707,3.3789,3.6751,3.7159,3.8073,3.2423,4.1878,3.9943,3.6828,4.5725,3.8761,3.9644,4.2578,3.7195,4.0324,4.9012,3.7756,4.1882,3.7129,3.9549,3.5995,3.2945,4.5582,3.9374,3.8165,3.7327,3.9941,3.7498,3.9614,4.1242,4.1594,3.6718,3.8804,4.0802,3.8506,3.7805,4.1635,3.9385,3.5647,4.0085,3.7224,3.435,3.8234,3.7211,3.6307,4.1443,3.3635,3.9716,3.861,4.0214,3.9683,4.4109,4.1364,3.6359,4.3153,3.6047,3.5916,4.3016,3.8553,4.7247,4.274,4.0569,4.7266,3.941,3.7372,4.264,4.9077,3.7813,4.4416,3.8018,3.9052,4.9191,3.9735,3.8346,3.7089,4.5006,3.6599,3.7535,4.0198,4.2954,3.7912,4.0997,4.1833,4.1034,3.9067,4.1218,4.1232,3.3088,3.8493,3.554,3.8211,3.9725,4.1316,4.4242,4.0782,3.3022,4.0969,3.9331,3.6051,3.4105,3.888,4.2067,4.4271,4.0648,3.9663,4.0182,3.6162,4.183
K8,Co,Co,K,Co,K,Co,K,K,Co,K,Co,Co,K,Co,K,K,K,K,Co,K,Co,Co,K,K,K,K,K,K,Co,K,Co,K,Co,K,Co,Co,Co,Co,K,K,Co,K,K,Co,Co,Co,K,K,K,Co,K,Co,Co,Co,K,K,K,Co,Co,K,K,K,Co,K,Co,K,K,K,K,K,K,K,K,K,K,K,K,Co,K,K,K,K,Co,K,K,K,K,Co,Co,K,K,Co,K,Co,Co,K,K,K,K,K,K,K,K,Co,K,K,K,K,Co,Co,K,Co,K,K,K,K,K,K,K,K,Co,K,K,K,Co,K,Co,K,K,K,K,Co,K,K,Co,K,K,Co,K,Co,K,K,K,K,Co,Co,K,K,K,Co,K,K,K,K,Co,Co,Co,Co,K,K,K,K,K,K,K,K,K,Co,Co,Co,K,Co,K,K,K,Co,K,K,K,K,K,K,K,Co,K,K,K,Co,Co,K,K,K,K,K,K,K,Co,Co,Co,K,K,K
K9,1.1318,1.7466,,0.9238,,1.5144,,,1.3874,,1.3842,1.9329,,1.9292,,,,,1.2277,,0.8481,1.3302,,,,,,,1.508,,1.3546,,1.4324,,1.0673,1.0901,1.4691,2.1107,,,1.9822,,,1.2956,0.8952,1.1672,,,,1.3967,,1.7269,1.1249,0.9581,,,,0.9815,1.4407,,,,1.2802,,1.8795,,,,,,,,,,,,,0.7927,,,,,0.9828,,,,,1.0725,1.4372,,,1.5259,,1.4801,1.6977,,,,,,,,,1.2179,,,,,0.9995,1.4451,,1.3896,,,,,,,,,1.663,,,,1.4147,,1.3008,,,,,1.4717,,,1.2386,,,1.1704,,1.0801,,,,,1.4033,1.2905,,,,1.3379,,,,,1.4017,1.3234,1.6121,1.1862,,,,,,,,,,0.9837,1.1366,1.9137,,1.1138,,,,1.0717,,,,,,,,1.0467,,,,1.1233,1.1335,,,,,,,,1.9035,1.1133,0.8356,,,
K10,0.4494,0.7753,,0.3644,,0.4309,,,0.4795,,0.6629,0.4735,,0.4761,,,,,0.6112,,0.2486,0.4927,,,,,,,0.2852,,0.5786,,0.678,,0.4366,0.5023,0.4812,0.481,,,0.3001,,,0.2509,0.3377,0.542,,,,0.4009,,0.2711,0.2489,0.1821,,,,0.5387,0.2605,,,,0.508,,0.3314,,,,,,,,,,,,,0.4398,,,,,0.3413,,,,,0.2079,0.2379,,,0.2226,,0.405,0.287,,,,,,,,,0.2859,,,,,0.1808,0.203,,0.1497,,,,,,,,,0.4835,,,,0.2952,,0.342,,,,,0.2745,,,0.1131,,,0.2249,,0.2107,,,,,0.1918,0.336,,,,0.2133,,,,,0.1787,0.2586,0.2074,0.0476,,,,,,,,,,0.1757,0.1441,0.6588,,0,,,,0,,,,,,,,0,,,,0.2183,0,,,,,,,,0.2049,0.2491,0.2552,,,
K11,1.5883,0.981,0.9986,1.252,1.2244,1.0904,1.1809,1.0157,1.0782,0.7671,0.838,1.5247,1.4575,1.617,1.5116,1.3269,1.3211,1.416,1.3634,1.3902,1.1248,1.1989,0.9789,1.0236,0.9897,1.4163,1.1149,1.1847,1.2252,0.9266,1.483,1.3169,1.1362,1.4626,1.255,1.1281,1.4552,1.8974,1.1727,1.1545,1.7465,1.1184,1.0438,1.542,1.1309,0.918,0.9969,1.1456,1.2478,1.7968,1.2534,1.511,1.2326,1.1332,1.2749,1.2484,0.9743,1.4659,1.1784,0.9468,1.2348,1.5616,1.7631,1.3476,1.6916,1.2593,1.121,1.7757,1.1313,0.8266,1.1992,0.9715,1.3118,1.2994,1.4859,0.8172,1.313,1.2376,1.6269,1.51,1.3348,1.5799,1.3538,1.5037,1.0226,0.8466,1.2066,0.9501,1.522,1.2007,1.4749,1.2466,1.2911,1.8244,1.4522,0.8341,1.064,0.8833,1.2949,1.039,1.1196,1.0983,0.9096,1.4713,0.9002,1.3893,1.3552,1.2144,1.1874,1.5529,1.0259,1.206,0.9359,1.5042,1.194,0.9538,1.5137,1.1586,1.0966,1.3169,1.2487,1.2432,1.0401,1.3021,1.1668,1.2406,1.1459,1.2694,1.1291,1.1957,1.2949,1.1644,0.9902,1.136,1.1342,1.0895,1.2497,0.9929,1.1329,0.8618,0.8751,1.1027,1.0566,1.1619,1.608,1.605,1.2255,1.301,1.4856,1.1147,1.172,1.3027,1.0597,1.4715,1.2453,1.0723,1.4309,1.1458,1.331,1.4113,1.7494,1.4214,1.7252,1.2747,1.2479,1.6306,1.2371,1.0825,1.2723,1.5553,0.879,1.1341,1.3719,1.2828,1.3235,1.0943,1.506,1.2246,1.2252,1.3756,1.2772,0.9352,1.3466,1.0701,1.2634,1.2862,1.2248,1.2702,1.0994,0.9442,1.0809,1.3626,1.0207,1.1514,1.5988,1.2985,1.6804,1.3513,1.1045,1.3056,1.3826,1.2436
K12,2.510458712,2.868416541,2.69822901,2.335496529,2.793857314,2.47899872,2.436256057,2.678520136,2.261057117,2.500900596,2.29126938,2.426878565,2.555949706,2.619400682,2.159853235,2.537517799,2.262333462,2.444364367,2.54496993,2.645661549,2.470044669,2.459496611,2.463244726,2.108497419,2.258976416,2.063047204,2.394981664,2.355004097,2.312315023,2.551745947,2.463412133,2.352739022,2.035571246,2.347927771,2.083432752,2.125969684,2.018892797,2.473282083,2.385876271,2.367890846,2.417761517,2.220388137,2.513508871,2.4250398,2.676115513,2.459005841,2.413703715,,,,,1.974389703,2.110594357,2.287162425,2.175080066,2.154452664,2.239419892,2.574068022,2.47897255,2.57073732,2.247293749,2.227816473,2.718699224,2.355082537,2.360776609,2.464636197,2.280462359,2.32389378,2.465945874,2.098288302,1.936437093,2.028670884,2.270074062,2.118537495,2.710186668,2.29881231,2.36230334,2.202921692,2.646221558,2.097258805,2.218865541,2.374845282,1.9997217,2.425459709,2.823701575,2.134868507,1.958940455,2.153875984,2.322950439,2.355888792,2.285183705,2.220238733,2.252574359,2.150457167,2.478033579,2.442349762,2.508866199,2.416353908,2.168769897,1.779896284,2.050998458,2.249999844,2.604765989,2.395362521,2.126070818,2.306143402,2.514816762,2.199046447,2.543135846,2.724349309,2.136602899,2.41243181,2.077732894,2.193318276,2.236312673,2.266461206,2.598573182,2.20877023,2.295231921,1.972245642,2.283535306,2.989136701,2.140717148,2.349324438,2.300961493,2.427560146,2.346529976,2.147244295,2.254609818,2.087802517,2.823319074,2.325695978,2.267848471,2.373088542,2.109994433,2.039604003,2.071049564,2.481280041,2.131635496,2.225831429,2.206416559,2.385270103,1.902169725,2.490521283,1.977693571,2.678796927,2.547880061,2.118967739,2.25764708,2.49804401,2.005376794,2.252982196,2.170346442,2.104967523,2.29617182,2.233983629,2.602412333,2.753819569,2.191153227,2.140898189,2.441089131,2.176635707,2.320721501,2.152300143,2.21270629,2.19299134,2.313450902,2.397025143,2.252244035,2.247608908,2.435136926,2.390253569,2.177904328,2.218479274,2.119818442,2.29888913,2.451411266,2.144972209,2.148355501,2.518872604,2.497382505,2.063615254,2.114628968,2.015183485,2.619994337,2.164245701,2.091173182,2.310557852,2.370871036,2.362470237,2.474118659,2.388694872,2.277746903,2.158173684,2.304819056,,2.473087236,2.907146231,2.423122887,2.027315269,1.952711889,1.925006372
K13,0.513158248,0.539728419,0.504544126,0.616805997,0.590402722,0.557901819,0.573223565,0.558949546,0.513716764,0.662952239,0.5127076,0.536337369,0.51745858,0.544993813,0.573593093,0.691618194,0.725990187,0.587553944,0.669682645,0.491768412,0.541195287,0.497363252,0.562722328,0.516185422,0.496743296,0.62154738,0.644306511,0.647200409,0.734987005,0.607478121,0.76191409,0.480013287,0.509397926,0.489328539,0.607236344,0.554445793,0.465250549,0.584647761,0.508735912,0.563560596,0.510348511,0.504784705,0.68351305,0.606264396,0.545044001,0.726350385,0.62047951,,,,,0.526281512,0.542539129,0.552531002,0.481931258,0.480113419,0.494517564,0.657430558,0.633602862,0.674330434,0.569540214,0.513009403,0.628858964,0.547622183,0.509892464,0.556530315,0.542074105,0.679513708,0.549715437,0.622047219,0.448835877,0.647482611,0.526548037,0.541149249,0.800947124,0.618718493,0.60648541,0.691049316,0.610492154,0.464057564,0.718517266,0.644363712,0.507052853,0.506603062,0.514638913,0.67476502,0.498331088,0.776252582,0.518053253,0.562136349,0.624382079,0.725707732,0.466671606,0.568371621,0.609626388,0.64405985,0.628422384,0.52357037,0.62204608,0.499867695,0.530082623,0.506496828,0.568383495,0.681011694,0.533747196,0.539580578,0.501366776,0.528896137,0.553788809,0.538847032,0.569330171,0.716415723,0.578854651,0.586512143,0.517839131,0.561312118,0.542379006,0.644485862,0.546810703,0.524501764,0.546484842,0.495381943,0.480461415,0.521927249,0.411526576,0.711436804,0.708311779,0.534892759,0.620098586,0.50826486,0.548579867,0.547422324,0.50707077,0.483265823,0.614240473,0.752736061,0.568177332,0.64669993,0.618396405,0.701847996,0.609698133,0.616709162,0.466232226,0.676226642,0.616388062,0.586659436,0.623070141,0.569858361,0.516574896,0.549579545,0.395870911,0.636706951,0.705521492,0.561013739,0.664112485,0.499751274,0.650012512,0.598832551,0.500425928,0.625865489,0.801931104,0.448313402,0.550692706,0.466068481,0.538567031,0.464984802,0.640325124,0.63997347,0.410559851,0.546288649,0.577936594,0.373710596,0.623312674,0.575187684,0.654823002,0.672493599,0.658155877,0.541945203,0.439486495,0.662798265,0.515424007,0.438416251,0.557024559,0.362997165,0.547230525,0.55689982,0.561443753,0.463951477,0.722372051,0.526342632,0.493297594,0.472290972,0.517357292,0.349961926,0.380213502,,0.41930623,0.575137575,0.541493181,0.364929727,0.397489376,0.469977919
K14,3.638122468,3.223126369,2.947639555,2.954165191,3.280141082,2.904158468,2.72317592,3.302616861,3.298146078,3.335736254,2.667281176,2.925763713,2.823947505,2.783032194,2.946298408,3.692573559,3.340994946,3.039283259,3.079268435,2.90396976,3.261049226,3.200495173,3.243285489,2.926543722,2.712186856,3.11599126,3.005524137,2.971477925,3.249021939,2.879112116,3.95304011,3.237827281,3.198633766,3.478228605,3.228601435,3.102092138,2.700877606,3.400994464,3.306358546,3.309973619,3.161163249,3.162940087,3.299796277,3.965132628,3.371928803,3.572161275,3.145408103,,,,,2.801005848,3.206386591,3.512373932,3.132513344,3.499090193,3.184486499,3.86516209,3.512207474,3.607208316,3.213240537,3.095748494,3.773520967,3.425475342,3.07821411,3.69933833,3.343523036,3.50417509,3.635858931,3.267826723,3.09854282,3.180683927,3.553493336,3.092599103,4.471263683,3.58445474,3.620358609,4.047812278,3.819339125,3.016236384,3.571089165,3.674700469,3.090930876,3.161841848,3.314443392,3.429813594,3.056128655,3.484690215,3.140896576,3.125727464,3.108347729,3.227977687,2.773259206,3.333806866,3.852039863,3.452110894,3.395660241,3.389857959,4.096613625,3.305905871,3.1646739,3.261084424,3.375058673,3.737252746,3.40010754,3.338279585,3.726533648,3.326688938,3.820792873,3.652248684,3.454329201,3.666028007,3.619757948,3.302134455,3.270065556,3.594872517,3.49670326,3.609932655,3.563710597,3.394258931,3.225537247,3.863129182,3.525311245,3.164460675,3.000474824,3.712382835,3.705507432,3.30119812,3.402861394,2.934686865,3.866890518,2.974732413,3.422756458,3.079332556,3.312947203,2.914679055,3.560899157,3.359796092,2.832217487,3.338263472,3.410215409,3.262285956,3.212540919,3.452483456,3.13237266,3.573668445,3.449853878,3.427436239,3.314769009,3.178859407,3.170042024,3.338485627,3.598598086,3.170675432,3.17835001,2.802276791,3.437869897,3.577715809,2.897464074,3.43229736,3.378025125,3.107166122,3.436585502,3.0210149,3.388137231,3.116207953,3.459834243,3.204529703,2.945944255,3.325957277,3.566594947,2.606950447,2.93955151,3.45287888,3.248349576,3.289210525,3.24039269,2.633029783,2.861651058,3.271677424,3.127513398,3.228027597,3.244441204,2.486199598,2.782128243,2.785822443,2.58577759,3.262319442,3.174650029,3.445638384,3.30221548,3.043329182,3.479457496,2.85097908,2.668313864,,3.103319694,3.203443495,3.091067021,2.664438715,2.950387209,3.113858432
K15,5.936052027,5.710824516,5.668603605,5.38554374,5.218402139,5.719769715,5.743441902,5.57453964,5.82645394,5.901201871,5.369761127,5.726206927,5.218671377,5.89335578,5.37467264,6.044880363,6.773396567,4.550509206,6.91462763,5.401905615,5.554523979,6.45950799,5.635627677,6.093708081,5.250242775,5.170098824,5.544316271,5.536257076,6.187997143,5.197331731,5.15127149,5.448047589,5.27011177,6.134590121,5.440711025,6.321610482,5.339357332,5.03411205,5.482243611,5.999002814,5.441120347,6.159709082,4.837763162,6.386125397,6.145967417,6.57353729,5.345879639,5.126550441,6.059210067,4.83400695,5.603697446,5.692756101,5.352304136,5.40876811,5.422338055,6.211138227,6.308494322,6.124084638,6.549548789,5.752135544,4.791096642,5.398295793,5.564026316,5.779878105,5.11032475,6.115283,5.907349549,5.806924159,5.677408246,5.927350242,5.275263252,4.594781096,5.312961405,5.64966979,6.064438635,5.183119484,5.613859076,5.705071471,5.891437339,6.086018244,5.91858632,5.158365179,5.40382235,5.463484465,5.393530115,6.251140025,5.359891822,5.090880194,5.557928838,4.899910272,4.534269432,5.26823666,4.679283931,5.587026043,6.228979032,4.790174368,5.487567661,5.535611298,5.08159118,5.435410044,5.308189212,5.28407028,4.910974127,5.284173563,5.620578663,5.648529229,5.890089307,5.286496486,5.470187907,6.825466446,5.600930094,6.513649301,5.966715207,5.901980275,5.208823395,5.517955087,5.422932784,5.423214181,4.733405714,4.637516279,5.052276423,5.942749567,5.111143007,5.329148016,5.319316046,5.626989897,5.910754001,5.234182072,6.298305293,5.320981039,5.373174751,6.081819793,5.827207432,5.756920438,5.068096814,5.849779366,4.777091041,5.980930702,5.343158514,5.4759862,6.561766373,5.479752283,4.767014821,5.533572679,4.941712565,5.881612573,5.992261541,5.683120682,5.405229093,5.772169166,4.54325074,5.64603415,6.313784667,5.453767154,6.300290132,5.935787735,6.144247593,6.097034243,4.921769694,5.099473719,6.059884939,5.469669393,5.402001181,5.162931106,5.252638818,5.893450035,6.880474177,5.341306813,5.457506881,6.373476462,6.494564327,4.704867878,6.392718549,6.382496011,6.263310471,5.124675089,6.01939753,5.017439657,4.805793278,6.020968348,5.805513436,5.166373074,5.3175592,4.805119949,4.778709,5.226230078,5.280970915,5.875422755,6.139323222,5.832681322,5.141986808,5.169567092,4.809695827,5.898736378,6.184844437,5.487388308,5.666236399,6.132819162,5.012073239,5.36337604,5.364887131,5.891958216
K16,1.404665803,1.775574543,1.806186592,1.89556916,1.930173333,1.684690596,1.735847831,1.656094641,1.784553393,1.924194744,1.719854465,1.967785913,1.617479941,1.866071082,1.53731952,1.966283858,1.879146124,1.812875958,2.088544574,2.020256288,1.770487119,1.708659384,1.717916709,1.492629597,1.598757867,1.813267606,1.813925553,1.465690706,2.027019742,1.847435136,1.687123444,1.556097326,1.563705865,1.891384504,1.573702494,1.51456351,1.440705912,1.824590918,1.518780827,1.796881572,1.597487618,1.562340836,1.931900647,2.02526134,1.939887414,2.045633729,1.640667316,,,,,1.688646277,1.913862971,1.850484793,1.919267504,1.772657511,1.715792962,2.156216468,1.887615935,1.998447991,1.680400773,1.717641788,1.830529877,1.628705895,1.582464311,1.873649526,1.736131306,1.876071229,1.936449954,1.654177471,1.460144564,1.618085051,1.652807007,1.546504228,2.085339335,4.352511678,1.556944039,1.593403045,2.188147139,1.385226521,1.645045807,2.038560779,1.821143032,1.65763743,1.637004769,1.556168123,1.670266846,1.509774494,1.565780811,1.54579523,1.473684984,1.679631092,1.369299693,1.640893349,1.745162228,1.705169342,1.740708035,1.760673561,1.49877091,1.605512265,1.566450869,1.69808072,1.618894957,1.324997563,1.808050023,1.441507217,1.609306944,1.536322571,1.54696542,1.920537075,1.58027275,1.873577307,1.502567723,1.619124424,1.495472867,1.279880196,1.225047682,1.559190075,1.482529696,1.493590196,1.554260674,1.422978385,1.120721606,1.378715094,1.600156602,1.853925021,1.547490889,1.297107281,1.661665607,1.535818555,1.859960392,1.726277347,1.583944816,1.924425238,1.376002579,1.643073123,1.487684492,1.54043702,1.668491228,1.885105859,1.549489144,1.612064526,1.574603214,1.728032038,1.76188096,1.762737606,1.75149874,1.578384132,1.544097384,1.67094646,1.255323849,1.53927788,1.735301838,1.663793538,1.749844026,1.446477336,1.711570107,1.492437325,1.504460363,1.675848278,2.069931672,1.388760853,1.540891762,1.591070338,1.456767286,2.096809535,1.602794968,1.603352477,1.486417282,1.507247622,1.54509018,1.991531795,1.503358538,1.736041189,1.705457719,1.625488427,1.698356956,1.447265713,1.533893336,1.699591514,1.884351961,1.382375394,1.474323363,1.396639625,1.674336469,1.456465457,1.520432508,1.399852742,1.722492536,1.553036681,1.917556454,1.488855674,1.567164651,1.61526463,1.692359322,,1.595556509,1.918025703,1.800018661,1.565346664,1.331986774,1.741675513
