,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202
K17,4.172132664,4.052702755,3.965643178,4.192947963,4.574225499,4.0075023,4.048643173,4.157814635,4.268567772,4.525117667,3.979297254,4.085943445,4.178991016,3.993346315,4.070566348,4.150279764,4.224392157,3.863868002,4.007720558,3.878151778,4.210674162,4.175969954,4.285664844,3.813484486,3.865958375,4.231913964,3.977121355,4.328114309,4.450754401,4.261450191,4.493027349,3.447511229,3.617888861,4.379786063,4.105536597,3.980347926,3.238023048,3.911948293,3.618506384,3.985225278,4.211286453,3.883674554,4.039294998,4.879639081,4.20595,4.086053809,3.892488088,,,,,3.497661069,3.840496741,4.102882334,3.680888962,3.853230121,3.757408962,4.589111019,4.204485433,4.247713137,3.697381307,3.506746607,4.42219655,4.337143638,3.695290431,4.221433576,4.332077235,4.257579268,4.460350249,4.039510212,3.763796003,3.919978517,4.218822621,3.802532222,5.481921176,1.563334075,4.456456157,4.527356472,4.704420831,3.981124094,4.617886791,4.446611099,4.044709592,4.139230881,4.282596723,4.291635874,3.555596067,4.13508243,3.625098761,3.981205812,3.71233901,3.978580951,3.407487127,4.144998064,4.424004631,4.262802686,4.246189129,3.950231516,4.516839995,3.735699322,3.973986954,4.170517676,4.170129019,4.345218005,3.934608731,3.862523068,4.30353033,3.693055811,4.131784098,4.217601574,3.983473272,4.523364576,4.119593882,4.0008958,3.886103399,3.880383701,3.959526796,3.972290909,3.923294703,3.713856858,3.920298841,4.615342627,4.008229162,3.772963935,3.747366684,4.276697825,4.788772613,3.872988123,4.111904643,3.587544169,4.859984551,3.557679157,4.276887089,3.972976997,3.985563515,3.972466665,4.036442746,4.178450003,3.747977276,4.255331041,4.078547431,4.151150903,3.804691685,4.433424573,3.861186378,4.217112416,4.473005704,4.100810968,4.193355399,4.021973395,3.696231273,4.098458268,4.567983327,3.947218585,4.315069845,3.558939516,4.656491238,4.434035193,3.523899111,4.239061165,4.56658865,4.100688592,4.261987122,3.76742598,4.030568211,3.662958947,4.47025134,4.321750459,3.776080739,4.461117369,4.755891034,3.478680436,3.991311172,4.197936613,4.419561855,4.161694632,4.462846717,3.474244954,3.560428235,4.483198997,4.208570558,3.59980936,4.259921348,3.296773757,3.673137963,4.002657156,3.530558819,3.911274919,4.113646488,3.975289155,4.212260492,4.27052477,4.003735256,3.783667646,3.773004285,,4.057453253,4.221735354,4.106130981,3.712504564,3.551556916,4.007244457
K18,T,D,,T,,T,,,T,,T,T,,T,,,,,T,,T,T,,,,,,,T,,T,,T,,T,T,T,T,,,T,,,T,T,T,,,,T,,T,T,T,,,,T,T,,,,T,,T,,,,,,,,,,,,,T,,,,,T,,,,,T,T,,,T,,T,T,,,,,,,,,T,,,,,T,T,,T,,,,,,,,,T,,,,T,,T,,,,,T,,,T,,,T,,T,,,,,T,T,,,,T,,,,,T,T,T,T,,,,,,,,,,T,T,T,,T,,,,T,,,,,,,,T,,,,T,T,,,,,,,,T,T,T,,,
K19,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
K20,12.4191,11.9149,13.223,11.9102,12.4326,12.2879,13.4316,13.0044,12.2651,12.2716,12.5366,12.0154,11.9382,12.7923,12.0817,13.1669,14.0746,11.8893,12.7944,12.9112,12.0451,12.9547,13.6163,12.5602,11.605,12.5574,13.0669,12.541,12.3631,12.7644,12.2673,12.5244,12.1024,12.4773,13.2277,13.2835,12.328,12.478,11.7877,12.5332,13.6937,13.1024,12.7509,13.2211,13.5405,13.8856,12.3129,12.7908,13.6786,13.3029,12.6608,12.9001,12.8552,12.6449,11.9379,12.3345,12.534,13.9527,13.2072,12.6856,12.4592,12.2777,13.0028,12.3217,12.3035,12.6951,12.7909,13.4413,12.6214,13.8928,11.6446,13.5391,12.8573,12.4863,13.164,12.7485,13.6428,13.175,12.7673,13.4047,13.234,13.2963,13.3711,12.6894,13.7843,13.9315,11.998,13.0057,12.5568,12.4819,11.8813,13.1018,12.5238,12.9742,14.9395,12.2528,13.2288,13.6373,12.6033,12.2518,14.0139,12.0868,12.8732,12.3374,13.1306,12.73,13.2681,12.601,13.2148,12.7646,13.1843,13.01,13.9161,12.5939,12.4079,13.0694,12.1817,13.1531,12.1108,11.6276,12.3718,13.2987,12.6255,12.4037,12.5089,13.046,13.5881,12.9086,12.8705,12.653,13.3152,11.6815,12.8176,12.4791,12.377,13.7746,12.3186,12.4882,12.5134,13.0986,13.889,12.8511,12.0862,12.9338,12.3199,12.3926,13.2924,12.4011,12.7952,13.1013,11.9463,13.1357,13.7811,13.8734,13.884,13.0011,13.9033,12.9166,12.0655,12.604,13.4091,12.5868,12.3708,12.7455,11.8327,13.3592,14.0438,13.0393,13.0346,13.3564,14.2614,13.5853,13.4481,12.4346,13.7464,12.9747,12.4074,12.595,12.735,12.963,13.3652,12.9008,13.724,12.4777,12.6924,12.7184,12.9134,13.4469,13.8348,13.1927,12.4438,12.9473,12.0161,14.3329,12.705,12.7099,13.1141,13.7648,12.9806,12.8001,12.1924,13.6308
,13.4243,13.1577,14.1137,12.9573,13.3899,13.2256,13.8354,13.8419,13.6979,13.1744,13.7406,12.5526,13.7711,14.0897,12.7614,14.0262,14.5652,13.5994,14.6038,13.9775,12.7518,14.1161,14.3721,13.0516,12.9673,13.8269,14.1213,13.7934,14.0128,14.1212,13.6233,12.8966,13.4597,13.6139,13.9195,14.5918,13.3161,13.2125,12.8022,13.7061,13.9261,13.2736,12.8372,14.356,13.8572,14.7818,12.9622,13.7645,14.708,13.8316,13.7681,14.3441,14.3749,13.4688,13.1084,13.4634,12.7951,14.919,14.3421,13.8901,13.5912,13.3782,13.6715,13.4143,13.0914,14.1004,13.9117,14.9916,13.9873,14.943,13.0215,14.2646,13.8591,13.6563,14.5419,14.0697,14.7442,14.1788,13.6441,14.2406,14.054,13.8874,14.1939,13.5638,14.5062,15.1577,13.4136,14.1572,13.3834,13.3681,13.3275,13.6795,13.5399,13.773,15.6794,12.9408,13.7636,15.1467,13.5269,13.2178,14.7894,12.6044,13.8245,13.7046,14.0391,13.7008,14.4839,13.5417,14.803,6.7499,14.4189,14.4203,15.2652,13.9927,13.6058,14.5794,13.2952,14.1535,13.4655,12.9213,13.4716,14.6106,13.31,13.156,13.1056,14.4299,14.9248,13.7062,14.0634,14.1588,14.6069,12.145,13.8208,13.2181,12.8752,14.8203,13.1834,13.7327,13.9815,13.3016,15.0071,13.8215,12.5307,14.0948,12.7416,13.2684,13.7285,13.119,13.3127,13.8553,12.8367,13.6335,15.1074,13.9458,13.6675,14.0197,13.8071,14.3653,12.6337,13.3986,13.9534,13.4702,13.4091,13.4677,12.659,14.7779,14.5771,13.6232,14.4632,13.7244,14.7972,14.1659,14.1341,12.7946,14.334,13.6543,13.2829,12.858,13.9935,13.1028,13.3287,13.4706,14.8833,12.3967,13.2589,13.1584,13.0668,13.5588,14.9386,14.3642,12.8101,13.6364,13.0753,15.1392,13.1654,13.017,13.7239,15.0354,13.7276,13.2154,13.2016,14.52
K21,0.817369385,0.991656318,0.598720575,0.214824353,0.945668688,0.771928517,0.913587146,0.679512604,0.527256968,0.776437324,0.893800766,0.888598621,0.470960765,0.739946845,0.85088261,0.485100429,0.751620146,1.068122678,0.623152182,1.092903325,0.908658185,0.199904813,0.279413085,0.826671146,0.782272281,0.477621666,0.333908599,0.607419912,1.384689812,1.070600391,0.787803578,0.536878107,0.835292313,0.799399371,0.705094225,0.56530906,0.839115692,0.695097608,0.784210953,0.601277995,0.721739949,0.37112969,0.949537277,0.500311205,1.044938638,0.931119549,0.837176825,0.782440918,0.757290991,1.330269322,1.122138585,0.424252258,0.7665265,0.573097769,0.787917233,0.88619987,0.97214861,0.244192985,1.017845272,0.588730145,0.415084038,1.144292614,1.30555838,0.439102867,0.978741391,0.826415663,0.544072707,0.770288116,0.941440912,1.030793183,0.418165519,0.788101002,0.223913999,0.647775432,1.031513192,0.768529263,0.93420315,0.861973401,0.164184843,0.733178895,0.647052846,0.863191476,0.744199875,1.053921492,0.746694128,0.423736073,0.757071827,0.710810876,0.544894799,0.54366238,0.423032443,1.597017145,0.680399406,0.652054106,1.010539881,1.139915383,0.848242845,1.542803436,0.832533728,0.748203012,1.179486769,0.95135279,0.773790411,0.650853358,1.270248955,1.058730195,1.298520166,0.563300738,0.785932211,1.050976998,0.20042247,1.150578119,0.72228605,0.890868606,0.243079034,0.507146229,0.903038955,0.915344544,0.701977042,0.791673879,0.922811074,0.945863639,0.875660472,0.875576075,1.291999615,0.919638284,0.750485815,0.619807558,0.544415787,1.170958272,0.91783832,0.554615497,0.571755151,0.87010379,0.800278013,0.483237253,0.677471059,0.845203795,0.227447181,0.836042024,0.934632211,0.481513031,0.586384479,0.302280741,0.566503255,0.89839957,0.446256787,0.595665529,0.949920595,0.671045634,0.56264111,0.854014348,0.976513781,0.830579994,0.635276893,1.114646449,0.829492906,0.741817509,0.953435731,0.392830376,0.886077487,1.082626154,0.220811165,0.652688295,1.039153753,0.931038816,0.434657811,1.144903673,0.446725137,1.186897466,0.803221396,1.122341249,0.537790777,0.787106317,1.093004311,7.1197,0.56206099,0.646671221,0.415569664,0.858077503,1.099437488,0.698396093,0.842974116,1.144376651,1.46314442,0.655788039,1.331179042,1.146314529,1.106925388,0.533746479,0.666876055,1.544845637,1.2836872,1.186067495,1.182359428,0.662562508,1.088565951,0.550504222,0.553921742,0.541557254,0.726456203,0.736127975
,1.104514804,1.649874557,,0.468526913,,0.928841469,,,0.699309242,,0.79945513,1.371561145,,0.993183104,,,,,0.768806276,,1.173867279,0.608720227,,,,,,,1.678554959,,0.756002333,,1.105319916,,0.742111891,0.709157904,0.789821697,1.094426767,,,1.161871545,,,0.75263172,1.189734822,1.28892609,,,,1.688027452,,0.788849729,0.838748612,0.664024153,,,,0.587937922,1.319636507,,,,1.371645759,,1.248717267,,,,,,,,,,,,,0.840649228,,,,,1.089199438,,,,,1.151556533,1.032100474,,,1.864405766,,1.077107354,1.420650649,,,,,,,,,1.161927664,,,,,0.8506218,1.396681219,,1.646259665,,,,,,,,,1.209289028,,,,1.471556288,,1.131109631,,,,,1.034406176,,,1.029172292,,,1.334967364,,1.356018049,,,,,0.92796656,1.323486772,,,,1.131245546,,,,,1.213875329,1.176342747,1.088186055,1.07015089,,,,,,,,,,1.35777521,0.597823344,1.238617705,,1.653165307,,,,0.818002462,,,,,,,,1.308289473,,,,1.251818141,1.44854164,,,,,,,,1.453743011,1.118147431,0.852225655,,,
,1.228423264,1.158537694,0.812051934,0.59819133,0.751031246,0.813037137,1.196291919,0.851690389,0.66739632,0.750206333,1.132147637,1.240106216,0.932516784,0.944737182,1.052343161,0.964883071,1.008194144,1.083794633,1.06801551,1.422387006,1.321083138,0.624954346,0.583662888,1.039939443,0.824168458,0.663608909,0.452087767,0.889452598,1.614761349,1.211123011,0.992825243,0.753398992,1.050742633,1.051587528,0.917440222,0.98328395,0.926414127,1.05028214,0.845786508,0.729327938,1.069832232,0.378279298,1.190580115,0.871377153,1.340116616,1.297151528,1.061158343,0.864171185,0.889091897,1.780567926,1.340114747,0.741023917,0.850358852,0.86680076,0.820333643,0.899398592,0.901802907,0.799500649,1.236963184,0.53020595,0.799703193,1.246379971,1.471663905,0.656241647,1.263679597,1.0011277,0.622944471,1.187106715,1.177306205,1.295169987,0.464086829,0.808737673,0.487735326,0.885436705,1.415390953,0.920232137,1.147843957,0.97521668,0.618277937,1.147738493,0.780807586,1.144517791,1.298697123,1.558838309,1.09905016,0.677724362,1.030933444,1.140242858,1.039263858,0.716217871,0.817954887,1.714050463,0.884519227,1.198813247,1.332649468,1.248907292,0.975534317,1.677529496,0.876471423,0.765566373,1.397441956,1.02606636,0.866900772,1.258469005,1.21162208,1.308670931,1.367130369,0.835673325,1.026037743,1.5685789,0.432206892,1.524030304,0.889005843,1.214689566,0.671264278,0.768643504,1.310743029,0.955696159,1.029781422,0.916907383,1.268229642,1.302791445,0.95139327,1.138671695,1.463046493,1.407631013,1.256251001,0.743228048,0.951286284,1.390240427,1.349386047,0.988679898,0.816086505,1.364532109,0.934604309,0.896503944,0.907351639,1.275555117,0.376968133,1.303103997,0.932501995,0.719137228,0.655989313,0.631781074,1.014190165,1.459928708,0.718630929,0.816631161,0.99463008,1.060543315,0.657890719,1.162789622,1.163264882,1.120512639,1.178152431,1.099565132,1.08252785,1.033884029,1.276837895,0.674612965,1.132333885,1.244766733,0.632322882,0.842814193,1.080653503,1.231046653,0.808191867,1.423362657,0.674467363,1.353956684,1.188081457,1.649311775,0.8443266,0.953861886,1.327954029,1.047709477,0.953181961,0.774012076,0.64131237,0.908136425,1.178201391,0.769871065,0.755227975,1.290813473,1.645030527,0.959485614,1.452444837,1.280742727,1.512871973,0.756713815,0.892828288,1.451881664,1.373770512,1.217822298,1.308477767,0.891761836,1.324388739,1.289537288,0.98392672,0.905395697,0.797923506,0.900674229
,1.844885623,1.938507909,1.544953858,1.324814454,1.646859522,1.694588639,1.98968474,1.526485794,1.451621685,1.629818887,1.936568327,2.127656343,1.996941165,1.794833878,1.882317643,2.145727416,1.991990147,1.832768281,1.959459784,2.249321576,2.041724064,1.628270321,1.664060148,1.740072311,1.774404024,1.494726846,1.549615611,1.849869732,1.972535258,2.034545125,1.810984555,1.522672712,1.863944142,1.705978709,1.492401082,1.89126377,1.241292095,1.694639101,1.602134256,1.71178649,1.838190792,1.422512152,1.960686818,1.86247395,1.792550985,2.135323631,1.990130872,1.815444085,1.839570517,2.252468599,1.910901862,1.317361852,1.510849878,1.793911405,1.554003006,1.457751648,1.899333987,1.806648395,1.78879081,1.600694863,1.457146261,1.467315296,1.749984912,1.529622074,1.661605939,1.659764344,1.4128277,2.050123198,2.015461351,1.812408925,1.461900588,1.716873272,1.569562774,1.567213652,2.43460269,1.759548487,1.708679038,1.802356184,2.013780178,1.831063882,1.414370638,1.97340118,2.034295574,1.984692541,2.039521773,1.525302074,1.684478439,2.02973177,1.808038309,1.983057656,1.58775412,2.045644862,1.591341911,1.922525011,1.93328911,2.203336444,2.007902556,2.30892592,1.46181282,1.70183488,1.754780087,1.877801057,2.092168168,1.904175016,2.019370133,2.071894787,1.938728314,1.614430106,1.777045513,2.022485226,1.462741013,2.106155193,1.541409344,1.82098426,1.638495077,1.368718516,1.851520411,1.856174318,1.782367183,1.734317124,1.930366644,2.039828047,1.632988448,1.856851632,1.837583842,2.101618524,1.847924334,1.470225456,1.78191158,1.946252205,2.014869991,1.937801873,1.389160583,2.017954166,1.739994105,1.691526107,1.60153468,1.931672978,1.563882009,2.051319604,1.70883254,1.77310855,1.579975366,1.686572853,1.546901615,2.024986515,1.660705256,1.454672161,1.780061361,1.806400622,1.543712081,1.797758262,1.973274472,1.986808974,1.962790417,1.806330501,1.828845137,1.865909064,1.897950843,1.394692843,2.021010385,1.74343346,1.476423745,1.612882043,1.664258566,2.130490441,1.58921762,1.997540478,1.540544772,1.39894203,1.969454195,2.199403494,1.594675123,1.787739886,1.975269789,1.05647692,1.796656147,1.414519528,1.473767981,1.873090782,1.716816202,1.5059767,1.488628553,1.721084631,2.127092308,1.673326719,1.950233438,1.854018534,1.836741926,1.670683448,1.944026904,1.791611086,1.989339813,1.807590935,1.614431516,1.603101951,1.984095527,1.987436788,1.688507141,1.705012023,1.449821401,1.610821216
K22,6.6999,6.6293,7.9723,7.362,8.0094,7.3071,7.0877,7.883,7.7501,,8.1633,6.8134,7.0269,7.8078,7.6923,8.5289,7.207,6.6233,7.2733,7.8676,7.8335,7.5499,7.6124,6.8873,7.1893,7.1676,8.0165,6.8215,4.9007,8.0255,8.231,8.0367,7.954,7.3178,6.9436,6.2647,8.4225,7.0863,6.7706,6.8206,7.6439,8.5481,6.9163,7.4386,6.4058,6.2807,8.165,7.352,,7.651,7.4724,7.5979,8.3785,8.4192,8.2974,8.8516,7.9579,8.1998,7.605,7.2807,5.9146,6.7778,6.9493,7.3054,8.2508,8.2286,6.9949,8.2141,7.0854,6.2204,6.737,8.0285,7.4031,6.7368,8.6954,6.257,8.0308,7.5535,7.3947,7.9987,7.0934,6.8194,7.3123,7.3317,7.7288,7.0742,7.0505,7.0851,7.1146,7.0484,6.8645,6.6171,7.5489,7.9936,7.597,6.9094,6.6895,6.6939,7.1394,7.0227,7.3536,7.3758,7.7329,8.1256,7.5054,7.565,7.7243,6.3896,8.0644,5.5842,6.5493,7.4534,7.3522,6.634,7.1568,7.4829,7.5166,6.6347,5.916,6.0714,8.0878,6.8429,7.1083,6.4186,7.9833,7.379,7.0805,8.4026,6.605,8.124,7.634,8.4819,6.6702,6.6056,6.6448,7.3016,7.4931,7.2678,6.8628,6.5223,8.2501,6.9198,6.3498,7.7003,6.711,6.6618,7.2729,7.7415,8.2338,6.6967,7.0636,7.5022,6.8368,7.0936,6.9613,7.4411,6.2911,,6.9451,7.981,7.2191,6.8431,7.4378,7.3208,6.6062,7.2951,7.9429,7.0682,8.0016,7.9383,7.0499,6.2991,8.217,6.9483,7.6398,1.824504955,7.0958,7.1158,8.7406,,7.9886,7.3108,7.5987,7.3178,7.8054,7.3814,8.632,6.6212,6.7137,7.4325,7.9836,7.2686,5.6783,6.6489,7.2881,6.05,7.2356,7.4714,7.1448,8.1836,7.1435,7.4309
,4.8944,4.5843,4.223,4.7434,4.9028,5.0649,5.139,4.7067,4.5281,5.9979,4.2166,5.5181,4.8917,5.3591,5.1298,5.354,4.9268,5.1038,5.3765,4.9124,4.6461,4.6523,4.6916,4.834,4.5902,4.9165,4.6133,5.0681,5.3487,4.469,4.9296,4.8448,4.6692,5.0622,5.0934,4.8584,4.8498,5.7322,4.5044,4.4915,5.4532,4.5584,4.7141,5.4627,5.1635,4.9443,4.5685,5.0807,6.5726,5.3388,4.6559,4.624,4.8974,4.7358,4.632,4.7774,4.4097,5.2618,5.0414,4.5507,4.8767,5.0925,5.1201,5.0437,5.1782,4.7959,4.8606,5.4756,4.8572,3.9938,4.4028,4.5621,4.9752,4.7017,5.3188,4.2782,4.6896,4.8784,5.6919,5.3449,5.1745,5.3566,5.2236,5.0477,4.8488,4.5238,4.775,5.1989,4.9626,5.1289,5.0571,4.8746,4.5336,5.6451,5.3542,4.5386,4.312,4.68,4.5947,4.3592,5.01,4.8187,4.4989,5.2139,4.898,4.9146,5.2807,4.5919,4.988,6.86,4.7087,5.3762,4.5407,5.0984,4.5541,4.3866,5.3411,4.8583,4.5456,4.8715,4.5353,4.7484,4.6538,4.7921,4.9763,4.9625,4.9558,4.9008,4.9079,4.6019,5.2589,4.6729,4.5708,5.1756,4.7142,4.5277,4.9039,4.6995,4.638,5.148,4.4248,4.9265,4.958,4.8806,5.0343,5.2161,4.9419,4.693,4.988,4.793,4.4195,5.2221,5.012,5.5706,5.2429,4.8233,5.5038,5.6729,4.7371,4.9065,5.7203,4.8707,5.3221,4.7919,4.6597,6.053,4.9637,4.882,4.6805,5.4845,4.5645,4.8208,5.0394,4.9678,5.103,5.1181,5.2858,4.8877,4.7108,5.09,5.1955,4.3248,4.8776,4.5924,4.8608,4.9238,5.0628,5.2119,5.1711,4.3287,5.04,4.7844,4.6471,4.6763,5.028,4.7951,5.4964,5.109,5.1499,4.9393,4.4251,5.0306
,6.3459,6.245,7.2041,6.4384,6.3188,5.9416,6.3563,6.8642,6.4258,6.0544,6.788,6.382,6.0072,5.7654,5.5659,6.8714,6.2342,6.1136,7.3867,6.5418,6.3667,6.664,6.7014,6.3459,6.14,6.3049,6.8594,6.6088,6.9402,7.4073,6.5986,5.7703,6.0885,6.3225,5.9699,7.3438,5.8435,6.4231,6.5415,6.3819,5.9485,5.9369,6.0893,6.6266,6.2963,7.1358,6.286,6.1109,7.0801,6.5519,6.3619,5.6836,6.5792,6.4272,6.2904,6.2116,6.0838,6.7012,6.4552,7.3792,5.7468,5.7422,6.9011,5.7021,5.9319,6.7497,7.0328,5.8952,7.4817,6.516,6.1525,6.2637,5.7532,6.4294,6.8452,7.5429,6.6576,6.4907,7.4034,5.6463,6.7704,5.4956,5.3847,6.0154,6.3109,5.9101,5.9574,5.8213,5.8291,5.9676,5.779,5.8078,6.2245,6.0573,6.8498,6.3963,6.0267,6.5615,5.6041,5.8551,6.4311,5.3106,6.2441,6.2768,6.3699,6.8753,6.9345,5.793,5.7009,5.8527,6.1742,6.8164,6.7603,6.997,6.1399,6.0803,5.7007,5.7201,6.0665,5.7054,5.7479,6.7154,5.3376,5.8864,6.015,7.1278,6.7662,5.7078,7.1625,6.2473,6.9901,6.2974,6.5058,5.8115,5.9031,5.3964,6.4366,6.8548,6.7591,6.0648,7.5538,6.4933,6.2097,6.1747,5.7571,6.2142,6.4102,5.9044,5.3513,6.0802,5.7441,6.5868,7.5604,7.1195,7.166,5.9128,6.7776,7.26,6.2821,6.3466,6.5113,5.9038,6.4479,6.0686,6.5719,6.6631,7.2832,6.5689,6.4117,6.7184,7.3339,6.6206,7.982,6.0503,7.1185,5.797,6.196,6.1753,5.7767,6.9963,6.8382,5.2601,7.1351,6.3264,5.8634,6.2075,6.176,7.0741,6.9953,6.5379,6.3573,6.0926,6.2929,7.0349,5.9318,6.0311,6.8104,6.3054,5.8747,6.139,5.7374,6.491
,3.8664,3.3649,4.4792,3.9642,3.9155,3.712,3.8909,4.3609,4.3233,3.48,4.4045,4.0074,3.9251,3.8634,3.3757,4.58,3.6488,3.7216,4.7381,3.9306,4.1292,3.9999,4.0205,3.7505,3.6581,3.8625,4.3514,4.02,4.2611,4.4656,3.9742,3.9534,3.9486,4.0878,3.878,4.7221,3.6631,4.2328,3.9946,4.1414,3.8318,3.8498,3.7736,4.083,3.9018,4.449,3.9492,4.0158,4.1494,4.4606,3.864,3.4226,4.1248,3.7626,4.1497,3.7144,3.8403,4.2742,3.918,4.8439,3.5488,3.5409,4.223,3.6862,3.9569,4.0568,4.2528,3.8018,4.7448,3.7199,3.5853,3.9141,3.4601,4.3031,4.0301,4.1426,3.7505,4.1727,4.7288,3.323,3.6268,3.4799,3.3324,3.639,3.7251,3.4505,3.7038,3.52,3.6841,3.67,3.5057,3.6589,3.5727,3.7373,4.0207,3.8439,3.4813,3.3713,3.1717,3.1323,3.759,3.4288,3.6311,3.8221,3.8196,4.1983,3.9488,3.4661,2.9342,3.2361,3.4128,4.2217,4.0004,4.2891,3.8265,3.6556,3.8748,3.6209,3.3919,3.3206,3.4705,3.8284,3.4416,3.324,4.1168,4.3763,4.1344,3.4313,4.5664,3.7519,4.5146,4.1253,4.0743,3.4152,3.9506,3.3053,4.1058,4.1581,4.2618,3.7625,4.3889,4.2617,3.6223,3.9327,3.5267,3.9494,3.973,3.5419,3.5782,3.727,3.4222,4.0527,4.8902,4.6645,4.3603,3.8853,4.0166,4.4561,3.8202,4.1587,4.3716,3.4335,3.6621,3.7705,3.8991,4.0441,4.3544,3.9651,3.8612,4.1173,4.4003,3.6741,4.7925,4.0311,4.3251,3.7107,3.8019,3.9804,3.7595,4.2295,4.262,3.2325,4.3458,3.8372,3.3156,3.8176,4.2156,4.5292,4.2535,4.0085,3.8911,3.9269,3.9342,4.3412,3.6141,3.6715,4.1332,3.9625,3.7379,3.7092,3.5828,3.9467
K23,2,6,7,5,5,5,5,5,7,7,6,1,7,5,5,7,8,5,5,5,5,5,6,5,5,5,5,5,1,6,5,5,5,7,5,1,6,5,7,4,1,6,5,6,1,1,5,1,9,7,5,8,5,1,1,7,5,5,6,5,1,1,1,5,1,5,1,7,6,5,5,6,6,4,4,1,4,5,7,6,1,5,3,2,7,5,2,3,3,2,6,1,6,5,6,5,6,8,7,6,5,7,5,2,5,7,6,5,6,5,8,6,5,3,7,6,8,7,5,5,7,7,8,7,3,4,7,3,7,3,3,8,7,7,3,7,6,7,5,5,7,5,2,3,3,6,1,5,5,2,5,6,4,6,3,5,5,4,4,5,6,4,5,5,1,4,3,4,4,7,5,1,4,5,1,1,5,4,6,1,7,5,4,3,1,2,1,6,3,5,5,3,5,5,5,5,3,6,3,6,1,6
K24,0.175543779,0.37764633,0.147811497,0.421276903,0.255928804,0.150662382,0.353428758,0.100821521,0.022777287,0.316641367,0.348049969,0.333223033,0.043312641,0.128093439,0.444802225,0.050095658,0.419529606,0.51092301,0.127358874,0.517906715,0.627751444,0.54796166,0.310652959,0.276887,0.267282806,0.161055776,0.226677584,0.04100294,0.672247332,0.670249607,0.148807711,0.041978809,0.236457464,0.328767792,0.036869815,0.202827449,0.380179912,0.1122121,0.278423329,0.040338711,0.019553868,0.150955775,0.391959277,0.272069024,0.271754507,0.300453747,0.337009024,0.116704564,0.176155781,0.706646174,0.398319613,0.064097912,0.206861552,0.251668452,0.106775767,0.230392104,0.228347468,0.404453103,0.516232167,0.064045341,0.310728745,0.48788605,0.649528898,0.079580989,0.262883364,0.18887383,0.042845009,0.248560077,0.331984116,0.482596475,0.112563213,0.291511541,0.078945072,0,0.444301971,0.403135379,0.286089901,0.31011344,0.438145811,0.188179651,0.061954531,0.412622326,0.143753343,0.374748235,0.253232038,0.278555405,0.061323502,0.094968264,0.171536129,0.057987161,0,0.746903864,0.183148057,0.14679248,0.468917924,0.544371257,0.261773949,1.212177424,0.251516197,0.1007071,0.63369705,0.513419901,0.214932023,0.021674765,0.700379058,0.578134732,0.61982087,0.035790445,0.045625896,0.318204014,0.478496645,0.557458765,0.023123606,0.092820019,0.303973772,0.186672488,0.328563501,0.380842221,0.036921748,0.216930944,0.469534044,0.401032064,0.312254324,0.388737785,0.782049235,0.269605684,0.164009201,0.060338509,0.06172549,0.541626988,0.18829955,0.179718058,0.180513998,0.273317564,0.149497466,0.056725329,0.155041854,0.359953101,0.411079324,0.118787243,0.299448476,0.060768067,0.185371465,0.344230328,0.301481904,0.315567963,0.117884204,0.121754937,0.308870383,0.084639328,0.117740561,0.222997962,0.314562701,0.312870833,0.141530188,0.441601665,0.045012011,0.046033888,0.190922916,0.232245388,0.181529234,0.370550659,0.257744428,0.130506073,0.041306198,0.36052866,0.277780057,0.380782274,0.187618968,0.669228566,0.191139063,0.434698244,0.112296562,0.137412384,0.339132521,0.037852618,0.092345089,0.087365158,0.21461314,0.081596202,0.62932093,0.017730955,0.162348895,0.372195718,0.719730671,0.143620736,0.556146898,0.567262288,0.500134025,0.109943293,0.042077851,0.773173519,0.707457163,0.564364072,0.452962422,0.091137851,0.473033222,0.02245665,0.256230508,0.082943924,0.035888757,0.154557155
